67527,Horizon1,2020-07-19,10,Good game! Passed three times with pleasure. I'm waiting for the second part .......,true
83993,Horizon1,2020-07-20,10,واحدة من افضل العاب الجيل الحالي والجرافكس شي ثاني والقصة روعة تستاهل 10/10 نصيحة العبهة مخسران شي… Expand,false
84672,Horizon1,2017-02-28,10,I'll never understand the negative reviews for a game like this. Lets be honest people! It's a shame to think this game is a 0 out of 10! I've only played about 2 hours so far. Solid game with the best graphics i've seen.,true
84717,Horizon1,2017-02-28,10,"Horizon Zero Dawn is fantastic game.. Graphic\, story\, gameplay are top notch. Missions don't feel repetitive to me. i am enjoying every minutes of it. Map is huge. i recommend anyone to play this",true
84961,Horizon1,2017-07-17,10,"Horizon: Zero Dawn is a beautifully crafted game. Boasting an excellent and intriguing story\, gorgeous world and enemy design\, a great cast\, unique gameplay and an open world that’d make Breath of the Wild jealous\, this easily joins Uncharted 4 in the ranks of PS4’s must-have exclusives.",true
85027,Horizon1,2020-08-25,6,"The game looks good\, but the facial animations and overall porting to PC are terrible. To allow this in 2020 is a shame and fraud on the part of managers in the face of developers.In my opinion\, the game did it quickly\, not of high quality and cheap - but it was served as something grandiose. In general\, deception.",true
85059,Horizon1,2018-09-18,10,"This game far exceed my expectations. This game is from developers of Killzone and its AMAZING. This game has deep story\, Characters that you will love or hate. Game mechanics are just AWESOME. Graphics are top-notch. This game is true masterpiece! Lets hope for a new Horizon game in future!",true
85089,Horizon1,2017-08-15,10,"I feel sorry for Xbox users. They have no idea what they're missing.Map is big and good\, graphics are awesome\, story is great\, soundtracks are greatLong story short\, buy and play it you'll not regret it",true
85107,Horizon1,2019-04-30,9,"Não posso negar: é um dos melhores jogos da geração. Os gráficos\, o mundo aberto\, jogabilidade e a história contribuem para que ele ganhe esse mérito. Minha única crítica é das expressões faciais\, que não sei o porquê delas terem ficado na maiorias da vezes ruim. Tirando isso\, a obra ficaria perfeita. #HorizonZeroDawn2",false
85118,Horizon1,2020-06-19,9,"Impecable en todos los aspectos. Visualmente puntero\, varios argumentos interesantes\, mecánicas que si bien no inventan nada son sólidas\, sin bugs. Muy recomendado",false
85126,Horizon1,2018-02-05,9,"революционная игра в индустрии\,в стиле Far Cry Primal\,но гораздо лучше\,игра с хорошим сюжетом и геймплеем и просто с красивым открытим миром который SONY редко делает\,моя оценка за игру 91/100",false
85169,Horizon1,2018-06-20,9,"Время игры: 63 часаПримечание: пройдена полностью\, кроме дополнения \""The Frozen Wilds\""",false
85231,Horizon1,2019-07-14,10,"To me\, it's a masterpiece of video games. Alloy is sensational and necessary for this game. The story falls short and the world is not an empty open world\, it's a dense world full of life. It's amazing that a playstation 4 can move that game at 30 fps.The only disadvantage is that it is exclusive to ps4\, hopefully it will be on pc and I can enjoy it at 144 fps.",true
85232,Horizon1,2020-06-27,8,It's a amazing gameBut not memorableYou will have a good time in generalBut after some time you'll forget the game and story,true
85233,Horizon1,2020-08-10,9,"Beautiful art\, dynamic combat\, diverse gameplay and enticing storytelling\, specially nearing the end. Solid game overall\, one of the best PS4 exclusives.",true
85465,Horizon1,2019-07-23,10,"my favorite game. its atmosphere\, its plot\, its beauty ... it needs to be seen. I fell in love with the main character\, her image is beautifully described. I finished the game at night\, take off my headphones\, and silence. I was just shocked. Probably the best thing about the game is the soundtrack. He's great. Better than this game can be a witcher. I look forward to the second part",true
85466,Horizon1,2019-08-19,9,Horizon Zero Dawn presents us with a beautiful world full of unforgettable challenges.,true
85467,Horizon1,2020-07-06,10,"The game is very good\, it has a story that surprised me\, I did not expect the plot it has. Very challenging gameplay\, lots of things to do\, and lots of customization.",true
85521,Horizon1,2020-07-12,10,"A must-own for any PS4 owner. It's one of the best looking games on the system\, and has one of the most memorable female protagonists in recent memory. Truly a system seller and is really close to Breath of the Wild if it were on PS4.",true
85531,Horizon1,2019-09-08,8,"Jogo com uma ótima história\, gráficos incríveis e a mecânica das máquinas são muito boas\, porém eu fico um pouco agoniado na hora dos diálogos\, quando Aloy e o outro NPC não tem qualquer expressão facial\, as missões são repetitivas as vezes. Esse jogo é incrível e todos com um PS4 o devem jogar",false
85587,Horizon1,2018-01-08,10,"The amazing story of Aloy\, voiced by the amazing Ashley Burch is truly one of the best open world games I have ever played. So much to explore and find but in the end it is the story of Aloy and this world that once was ours that makes this one of the most satisfying games I have ever played.",true
85596,Horizon1,2020-09-06,10,"Simply one of the best action adventure RPGs I’ve ever played. It is a sexy cross of Zelda breath of the wild\, assassin’s creed and metal gear. The story is perfect\, the voice acting is great\, the music is awesome\, and the gameplay is hot fire and super addicting. I seriously couldn’t put this game down. Can’t wait for the second one to come out.",true
85597,Horizon1,2019-09-12,10,It's a fantastic game one of my top 10Gyhhuhfkdkgysjqytur7386lhvnnxydywiei,true
85598,Horizon1,2019-09-13,4,"Mais um jogo que se preocuparam demais com os graficos e esqueceram de deixar o jogo mais dinamico\, o jogo se torna tedioso antes da metade da campanha.",false
85612,Horizon1,2020-07-21,6,"As a technical achievement\, HZD is master class. Large open world with pretty graphics and lighting effects and sound effects. The animations on the robots are especially good. The gameplay is pretty good also but the story and characters didn’t impress me much.",true
85623,Horizon1,2019-01-16,9,"Уникальный и продуманный мир. Захватывающий сюжет. В середине геймплей превращается в рутину\, но это не страшно.",false
87866,Horizon1,2017-07-18,10,"I have played hundreds of games in my life and i must say that horizon is one of them. It is indeed a very unique game and the Storyline\, the characters and the machines are VERY UNIQUE. This game is perfect if you enjoy open world games and if you want a game with a creative campaign\,amazing combat and if you really enjoy the side story of video games. you have side quest that are reallyI have played hundreds of games in my life and i must say that horizon is one of them. It is indeed a very unique game and the Storyline\, the characters and the machines are VERY UNIQUE. This game is perfect if you enjoy open world games and if you want a game with a creative campaign\,amazing combat and if you really enjoy the side story of video games. you have side quest that are really helpful in terms of leveling up\, learning more about machines or know more about the whole story. This game has the best graphics i have ever seen as well out of all other games i have played. If you love playing the side quests (like me) there is one problem and this is a filler.filler means where u have to go one place to another that is VERY far but that isn't much of a problem as you can craft or buy fast travel packs which are very easy to get.   I 100% reccomend you get this game and if you have a PS4PRO and a 4k TV then there is no reason why you shouldn't buy horizon as this is compatible to show 4k graphics… Expand",true
85632,Horizon1,2020-05-21,10,"I'm really Loving this game\, that I can't even put down the controller. One of the Top Ten Best PS4 Games",true
85633,Horizon1,2017-08-28,9,"At first\, this game wasn't so appealing to me\, but when i decided to play it\, my opinion changed. HZD is great\, the graphics\, story and combat system are really good.",true
85668,Horizon1,2019-11-03,10,"Мне очень зашла задумка\, о прошлой цивилизации и далеком будущем которое выглядит как прошлое. Нереальный мир из которого не хочется возвращаться\, боевка на высшем уровне.",false
85679,Horizon1,2020-07-11,9,"Horoshecnaya igra. Proshel ee 2 raza\, vibil platinu. Voobchem ochen dovolen\, recomenduyu\,",true
85680,Horizon1,2020-03-15,10,A great game!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1,true
