83306,GOW2018,2018-04-28,10,Amazing game proving once and for all that games can in fact be considered art.
81764,GOW2018,2019-11-10,10,This is one of my favorite game in my life and thanks for sharing this journey to us.
81843,GOW2018,2018-04-20,10,very good game.one of the best games of the generation.thank you sony for this amazing experience.
83344,GOW2018,2018-11-05,10,I have played all the big 2018 games and this is the best game of the year and maybe of the generation
83514,GOW2018,2018-04-27,10,"Excellent game\, I enjoyed it all the time\, incredible graphics and gameplay\, i totally recommend it"
83515,GOW2018,2020-07-18,10,"Solo diré... denme más \, necesito una secuela y pelear contra más dioses nórdicos."
83892,GOW2018,2019-01-06,10,God of war is something way ahead of this generation and it totally deserves the game of the year
82366,GOW2018,2018-04-23,10,"Un punto de inflexión la narrativa de los videojuegos\, gracias a una jugabilidad deliciosa y una dirección excelente. Obra maestra."
83893,GOW2018,2019-01-06,10,game is not a word that one can use with god of war this is more than that this is the game of the generartion
66015,GOW2018,2020-11-14,10,Masterpieceاولین بازی که پلاتش کردمالبته کرونا هم توش دخیل بوده 
66084,GOW2018,2020-06-17,10,"Muito bom\, jogabilidade\, grafico e história fantasticas um dos melhores jogos do playstation 4."
82367,GOW2018,2018-04-22,10,juegazo sin duda alguna digno sucesor de la saga y recargada jugabilidad mas profunda exelentes graficos no hay dowgrade tiene upgrade… Expand
82629,GOW2018,2018-04-20,10,Everything from visuals to the gameplay and the story is absolulety breathtaking this game might be best game this generation.
82630,GOW2018,2018-04-20,10,"If you have a ps4 this a game that you need\, because gow has a perfect combate system\, a perfect history and a perfect visual art."
82905,GOW2018,2018-04-22,10,"Best game of this generation in my opinion. Gameplay got an welcome change\, graphic is stunning and the story is great too."
77347,GOW2018,2020-04-30,10,"Este juego es la definicion perfecta de lo que se puede obtener cuando se hacen las cosas con amor y dedicacion\, una joya completa y sin duda el mejor de ps4."
67101,GOW2018,2020-06-17,10,great combat design great story great level design great art top 3 ps4 exclusives
82906,GOW2018,2018-04-22,10,"realmente increible\, el juego esta mimadisimo en todos sus detalles\, segun avanzas en la historia mas alucinaras\, una joya!"
82907,GOW2018,2018-04-20,10,"Just brilliant\, everything I ever expected and more from an old and tormented Kratos"
67308,GOW2018,2020-06-18,10,One of The best game I've ever played. Everything from gameplay to story was awesome.
81367,GOW2018,2019-03-28,9,"I have played all releases of God of War and this is almost the best one\, because III part is still a winner definitely.Santa Monica\, well done !"
67514,GOW2018,2019-01-06,10,THE best game doesn't need a ton of events hours of characters to be the most compelling
83554,GOW2018,2018-11-07,10,"This game is amazing\, with amazing argument\, amazing graphics\, amazing gameplay\, shocking moments\, the characters are original and amazing."
83585,GOW2018,2018-04-26,10,Excelente game! Um dos melhores dessa geração! Excelentes gráficos e uma ótima jogabilidade. A franquia soube se reinventar.
83345,GOW2018,2018-11-05,10,This is the game that made me fall in love with gaming all over again thanks Santa Monica and Cory i hope you all win game of the year and game of the generation you deserve it
83346,GOW2018,2018-11-05,10,No other game will ever match this amazing piece of art it just can't be another game like this one
83347,GOW2018,2018-11-05,10,The evolution of the God of war saga is the best example of how companies should make and change their  games today
83348,GOW2018,2018-11-05,10,God of war is the best game o this generation with just the first 15 minutes are enough to one notice this
83586,GOW2018,2020-06-28,10,This game is awesome! The storytelling and gameplay are great. ^^ I hope for a second part.
83349,GOW2018,2018-11-05,10,If we were honest God of war deserve more than a 10/10 because this game is beyond this score and it makes it look like a bad one
83587,GOW2018,2020-06-28,10,usdgfisgffhsgfghsffghhggsfiighsfgbhhsfghbushtgujshfnbvhjsdyhtgyhushgjkzsfshghusihkjsfhgjkzfngkjszhJogo foda de mais!!!!
83665,GOW2018,2020-07-09,9,Spectacular!!! I joing this game from the begining to the end. Thanks Santa Monica Studio.
83673,GOW2018,2020-07-10,10,기존 갓오브워의 정체성과 북유럽신화가 잘 어울려졌다. 액션이 정말 좋아지면서 파고들기 요소가 늘어난게 제일 좋았다.
83775,GOW2018,2020-06-24,10,"Perfect game\, I hope to countinou playing 5\, 6\, 7\, 8\, 9...... ........\,......"
83776,GOW2018,2020-06-24,9,It was amazing probably the best ps4 game from the time i bought it to the time i ended it i had so much fun am not big on exploring games but i loved this game
83836,GOW2018,2019-08-05,10,"шикарная игра\, немного замороченная прокачка\, но потом быстро привыкаешь ко всему"
81368,GOW2018,2019-02-22,10,I created a metacritic account just so I could rate this game.  Santa Monica Studio has set the gold standard for the perfect mix between game play and story telling.  I am so so satisfied with my purchase.
81698,GOW2018,2019-01-10,10,art reformed as we know was the job tasked to god of war and it did so well that now it is the game of the generation
81699,GOW2018,2019-01-10,10,God of war is like the queen of video games it never gets old and this new game is the best of this generation
81700,GOW2018,2019-01-10,10,God of war managed to overcome all kind of obstacules to become the best game ever made by a companie today this is a true work of art
81701,GOW2018,2019-01-10,10,Games like god of war are made with pure love by their owners and this new god of war is no exception
81702,GOW2018,2019-01-10,10,God of war ressurect previous games of the past and brings these to the new era of gaming
83350,GOW2018,2018-11-06,10,this game is a very rare and strange example of how the gaming industry can still produce quality contend but they rather be greedy and lazy with the only motivation of make easy money
83516,GOW2018,2020-07-18,10,"God of War (PS4)The game is very wonderful and full of suspense\, it is one of the most beautiful things playedThank you for this great work\, I wish to darken itI love you Cretus"
83517,GOW2018,2020-07-18,10,"God of war has been my favorite game after rdr2 and it has been for a good reason stunning visuals great gameplay\,just loved every bit of it"
71802,GOW2018,2020-06-27,10,Few days ago completed this game. Man I thought I won't like it... Turns out it's now one of my favorite games of all time!
71804,GOW2018,2020-06-19,10,The best game I've ever played.So excellent that I can't tell even a defect.
71805,GOW2018,2020-06-19,10,The best game I've ever played.So excellent that I can't tell even a defect.
71808,GOW2018,2018-11-26,10,"A masterpiece in all the senses. Great graphics\, sound\, action and history\, Im really waiting for the next game."
71838,GOW2018,2018-11-26,10,Literally there are no words to describe this game that is beyond of all the good things that make video games such a beautiful art
71906,GOW2018,2019-01-07,10,God of war  is the peak of the past present and future of gaming as we know this and is the best game of the generation
71921,GOW2018,2019-01-10,10,God of war is the best game of the generation period and no other game match it
72094,GOW2018,2019-01-10,10,From the zero to the best game of this generation is not easy task but for god of war is just a simple thing
72604,GOW2018,2019-01-10,10,God of war is the best game i can't count how many people have said this but they are all right this is the game of the generation
72665,GOW2018,2019-01-10,10,God of war destroys all the companies who said single player games are dead
73056,GOW2018,2018-10-28,10,this game is the definition of perfection for the gaming industry and it should be the new standard for every single game after this one
73162,GOW2018,2018-11-02,10,How to make immortal masterpieces is a job that everyone in the gaming industry should trust to Santa Monica Studio and Cory Barlog
73609,GOW2018,2018-11-02,10,"It is a masterpiece amazing story\, great characters\, amazing graphics\,great gameplay .Must buy."
73708,GOW2018,2018-11-03,10,God of war is making everyone lose their minds because this game shouldn't exist it is just too good
73808,GOW2018,2018-11-03,10,Masterpiece art legend mystical are some of the words that can this describe this game
73843,GOW2018,2019-01-10,10,BEST game ever the rock star fanboys trying to get down the user score of 9.2 to 9.1 should be allowed to post here
73904,GOW2018,2019-01-10,10,God of war is king of gaming right now absolutely the best game of this year and maybe of the generation
74245,GOW2018,2019-01-10,10,Masterpiece is not a word that you can use with god of war because this game is beyond that
74375,GOW2018,2019-01-10,10,hands down best game ever made to shut up all the witcher 3 fanboys and rock star fanboys
74448,GOW2018,2019-01-10,10,Best game ever is the perfect word to use with god of war this is so good it shouldn't exist
75475,GOW2018,2020-06-25,10,The world looks stunning and gameplay is fun. The story is intriguing and teaches life lessons. I look forward to the next game.
75483,GOW2018,2018-12-16,10,"There is nothing more to say he\, that wasn't said before\, A Masterpiece of storytelling and memorable characters."
75564,GOW2018,2018-12-27,10,just awesome .... once again ps4 crushed xbox ..... another piece of art from Santa Monica
75576,GOW2018,2018-12-27,10,This game is amazing both the history and the gameplay.A game of 10 easy .
81844,GOW2018,2018-04-20,10,"This game is incredible. The graphics\, audio\, gameplay and story all play a massive role in this amazing game. One of the best titles this console generation. You would be doing yourself a disservice if you do not at least try it out."
81845,GOW2018,2018-04-20,10,"THIS IS GOD OF GAME ! If you think that real gamer as yourself\, You must playing this game."
76742,GOW2018,2018-12-30,10,This game is the best game of the generation and it is the best piece of art that the gaming industry has done in a while
76775,GOW2018,2018-12-30,10,God of war is the best game of all time and it will forever be remember as the game of this generation
77078,GOW2018,2019-07-01,10,Definitely a game of the year game.Haters who give 0 rating should play sea of thive and ignore this game.… Expand
77102,GOW2018,2019-01-06,10,God of war redefines  the whole franchise of the gaming industry in a beautiful way almost impossible to achieve
77255,GOW2018,2019-01-06,10,God of war is an unic experience that defines this entire generation of games
77279,GOW2018,2020-10-12,10,"Es perfecto\, no tiene nada de malo\, aún siguiendo la historia de forma lineal al terminar el juego hay muchas actividades por hacer siempre muy desafiantes\, es perfecto"
77365,GOW2018,2020-05-01,10,El mejor juego que se pueda jugar en la actualidad para mi el mejor de la histoeia
77400,GOW2018,2020-06-18,10,"Jogo maravilhoso! Tanto os gráficos\, jogabilidade e história. Tudo nesse jogo é excelente. A Sony reinventou a franquia. Está nos meus tops."
77424,GOW2018,2020-06-18,10,"One of the best game i've played\, i am big fan of God of war... im so excited for the next game"
77471,GOW2018,2019-01-06,10,THE  goat is this game and it must get every single award at any event of games for now on
77493,GOW2018,2020-06-20,10,"After playing this game for years\, and beating the game on NG+ over 50 times\, I have to say this is a masterpiece of a game\, and I am excited for future installments. Only thing I would wish for is more variety in combat gear."
77511,GOW2018,2019-01-06,10,Best game ever created is not enough for a game like this  god of war puts all the gaming industry to shame
77543,GOW2018,2019-01-06,10,best game of the history in general this game is my favorite of all time now
77606,GOW2018,2020-06-20,9,Without a doubt one of the best games for the Ps4. An absolute joy to play. The combat feels fresh and the story is excellent. Highly recommended.
77658,GOW2018,2020-06-20,10,My first God of war game and Oh my God this is the best game of this generation
77771,GOW2018,2020-06-18,10,"Everything you could possibly want from a single-player story driven game.Great characters\, character development\, gameplay mechanics\, pacing\, artistic direction and emotion."
77898,GOW2018,2020-06-18,10,Best god of war game i really like this game Very cool great nice game of the year
77931,GOW2018,2019-01-06,10,Santa Monica is the best studio in this greedy industry and this is the best game of the generation
77975,GOW2018,2019-01-06,10,God of war is the a book movie game all at the same time that is masterfully executed
77987,GOW2018,2020-05-01,10,"Sin duda es el mejor juego que he podido probar para PS4 \, la saga obtiene un respiro y un cambio de perspectiva que ya merecia\, sin titubear es un juego que debes de tener si tienes una PS4 en tus manos."
78040,GOW2018,2019-01-06,10,GAMES LIKE THIS ONE DOESN'T COME AROUND VERY OFTEN SO EVERYONE MUST ENJOY THIS piece of art
78056,GOW2018,2019-01-06,10,AT the end of the day god of war shows everyone how to get the perfect game experience
78295,GOW2018,2019-01-07,10,God of war is almost as good as your favorite fame  of  all time and perhaps even more if you give it a shot
78334,GOW2018,2020-06-18,10,"Love the game played it 4 times through and lived it everytime just as much. 10/10 game favourite game ever. Also\, I love how the camera does not cut once throughout the entire game."
78369,GOW2018,2020-06-18,3,Imho but this game is boring. It's a very bad Dark Souls clone + camera is terrible. Waste of time and moneys.
78432,GOW2018,2020-05-20,9,"Игра поколения\, ставлю 9 только за то\, что в русском переводе упустили момент с boy. Перевели как сын\, но контекст совершенно другой !… Expand"
78460,GOW2018,2020-05-21,9,"Si todos los videojuegos fueran así de puros\, tal vez las compañías nunca tendrían problemas en ventas. No tengo nada más que decir."
78489,GOW2018,2020-06-16,10,very good game great story great gameplay very good beautiful graphics can buy sensational game
78508,GOW2018,2019-01-07,10,Gaming today is no longer considered a form of art as it used to be but god of war stands once again for the whole gaming industry
78536,GOW2018,2019-01-07,10,ART like this is the reason of why many love video games in such a beautiful way
78599,GOW2018,2020-11-14,9,"God Of War is a great game! the graphics are great and the gameplay is delightful. I liked that after completing the main story\, the same game motivated me to complete all the tasks and the challenge on the map. This is one of the best PS4 exclusives.Graphics: 9.50Music and FX: 9.75Gameplay: 9Duration: 9storie: 8.8final score: 9.21"
78623,GOW2018,2020-06-18,10,One of the best story-rich openworlds of the past few years. This game has much to offer to every kind of gamer. Hardcore souls-like valkyries are included.
78636,GOW2018,2020-06-18,10,"Amazing\, can't wait for the sequel. The combat is excellent and the pacing is beyond good.… Expand"
78648,GOW2018,2020-06-18,10,"Gameplay\, graphics\, and story.  God of War really does have it all.  As close to perfect as it gets"
78770,GOW2018,2020-11-14,10,"Definitely my most favorite game of all time. Story\, Combat\, side missions\, traveling across all the realms is so much fun in this game. The Environment and the Faces look so realistic. Must play if you have PlayStation. Cory Barlog nailed it"
78788,GOW2018,2020-10-29,9,"Amazing Game!! Can be challenging at first\, but every fight feels rewarding once you complete it. The weapons and combat are great\, the dialogue and story are fantastic. I just got the platinum today\, so I feel I did everything the game had to offer. Strongly suggest picking this one up. I’m very exciting for the next god of war game!!"
78789,GOW2018,2020-10-30,10,MASTERPIECE! 10/10- Graphics 10/10- Physics 8/10- Combat 10/10- Story 10/10- Side Story/missions 10/10- Satisfying Collectibles 10/10- Supporting characters 10/10
78799,GOW2018,2020-10-31,10,"Jogo incrível. A santa mônica soube inovar\, explorou a mitologia nórdica como ninguém\, sem dúvidas merecido todo o sucesso\, todos os prêmios. O melhor de todos os tempos!"
78807,GOW2018,2020-10-31,10,Невероятная история. Невероятный геймплей. Невероятная игра.
78808,GOW2018,2020-10-31,10,This is Amazing. omg. Soon God of War: Ragnorök. The best game of the generous.
78809,GOW2018,2020-11-01,8,Top-notch gameplay and melee combat. The graphics is good. The story is ok-good. Would recommend
78821,GOW2018,2020-10-02,9,Muy buen juego q te deja alucinado cuando te deja a las puertas del Ragnarok y aparece thor seguro que la secuela va a ser increíble pero este juego es buenisimo al punto que me lo e pasado 3 veces y e conseguido el platino es increíble… Expand
78822,GOW2018,2020-10-02,9,Muy buen juego q te deja alucinado cuando te deja a las puertas del Ragnarok y aparece thor seguro que la secuela va a ser increíble pero este juego es buenisimo al punto que me lo e pasado 3 veces y e conseguido el platino es increíble… Expand
78823,GOW2018,2020-08-21,9,"Changing the gow's style was a bold move\,but they succeeded. Gameplay is awsome\, story is very good\,If there were slightly different bosses it would be a 10/10 game"
78836,GOW2018,2020-11-20,10,"God of War is an incredible experience from the start to finish which always makes you want to know what will happen next. With its deep combat system\, beautiful graphics that look like next gen\, and it’s interesting world\, this game is a must play for any ps owner"
78837,GOW2018,2020-08-31,10,"Can’t stop playing it a complete overhaul the story\, it is not a reboit nore a reimagined it is a continuation of the epic tale of Kratos awesome action sequence\, too-notch direction and production value\, stellar combat system\, superb dynamic duo"
78872,GOW2018,2020-07-27,8,Very well done game story is bit to much to one side would of prefer to see more about the Norse gods but still good story my biggest issues is the camera being way to close to the character and the lack of a damn jump button and the combos variation feeling a bit lack also...but all in all good game
78908,GOW2018,2020-03-05,10,"Phenomenal! Just perfect. From the action to the story\, all elements were perfect. God of War is the  quintessential Game for any action adventure player. Best part?.....Recalling the Axe"
78968,GOW2018,2020-03-24,9,"Игра понравилась. Прошёл 3 раза\, также на платину в игре +. С удовольствием перекройку ещё раз."
78996,GOW2018,2020-07-27,10,"This is one of the best Ps4 exclusives is have ever played. A story of father and son who are polar opposites in a lot of ways\, learning to know and understand each other through a journey meeting new friends\, and making enemies along the way."
79007,GOW2018,2020-08-31,10,"Darn near perfect storytelling. I recommend checking out the Myths and Legends podcast before diving in to hear some good Norse stories if you aren't familiar with Norse mythology; its worth it to pick up on some of the \""Easter eggs\"" and foreshadowing if you want to really get invested in the story. Visuals\, graphics\, combat\, acting\, and story are exceptional."
79020,GOW2018,2020-09-16,9,"Não gosto muito desse estilo de jogo meio Souls-Like\, mas a narrativa é muito boa e tocante\, os cenários do jogo são bem bonitos. Um 9 merecido."
79021,GOW2018,2020-07-27,10,"Jogo fantástico\, mundo incrível\, gostei de.tudo que foi apresentado e do gameplay e história. Ansioso pelos próximos."
79030,GOW2018,2020-07-27,10,Best game of the entire generation...nothing else to say! But that they refreshed the GOW formula and make it even better it's just a feat by itself.
79031,GOW2018,2020-07-28,7,"Non ho apprezzato il cambiamento della serie\, perché essa è stata snaturata\, tra combattimenti alla Dark Souls\, storia alla The Last of Us e banali parametri gdr che tanto vanno di moda in questi tempi\, God of War è l'ennesimo minestrone di cose ben riuscite in altri giochi negli ultimi anni\, e credo sia il gioco più sopravvalutato dell'ottava generazione di console.La regia è originaleNon ho apprezzato il cambiamento della serie\, perché essa è stata snaturata\, tra combattimenti alla Dark Souls\, storia alla The Last of Us e banali parametri gdr che tanto vanno di moda in questi tempi\, God of War è l'ennesimo minestrone di cose ben riuscite in altri giochi negli ultimi anni\, e credo sia il gioco più sopravvalutato dell'ottava generazione di console.La regia è originale e ben fatta\, i personaggi sono ben caratterizzati e la loro recitazione è impressionante ma i pregi della storia si fermano qui. La storia è annacquata e ricca di forzature che fanno girare i protagonisti inutilmente in tondo\, c'è anche un grosso buco di trama che porta a questo e nessuno ne ha parlato solo perché è di God of War che si parla. Se la storia fosse durata LA META' non ne avrebbe minimamente risentito\, anzi\, ne avrebbe guadagnato in ritmo ed intensità. Ma no\, dopo Uncharted 4 e L'eredità perduta perché non basare anche God of War sul ritmo di The Last of Us? Così spersonifichiamo anche questo! Bah...Il gameplay non è male ed il level design della mappa è ottimo. Ma anche qui sono rimasto deluso. Troppe poche armi e pochissime tipologie di nemici in un gioco che dura 40 ORE. Le bossfight della storia sono solo 4\, il che è vergognoso considerando che è un netto passo indietro rispetto al 2 ed al 3. E no\, il fatto che questo gioco sia un grosso prologo non giustifica tale involuzione. Tra l'altro una delle bossfight con una creatura enorme è gestita neanche fosse un gioco Ps2. L'esplorazione è in parte godibile visto l'ottimo level design della mappa\, peccato che si trovano da fare sempre le stesse cose\, ovvero gli stessi tipi di nemici che abbiamo sempre affrontato e scrigni ogni pochi passi che facciamo da aprire risolvendo enigmi in quantità davvero esagerate. Il ritmo lentissimo della storia rallenta anche l'incedere del gameplay che tutto ricorda tranne un God of War. La nuova telecamera non permette di avere un reale controllo del campo di battaglia e di certo non bastano gli indicatori sullo schermo o gli avvertimenti di Atreus per risolvere il problema. Manca anche il salto che limita la libertà e la varietà nelle combo. Una menzione positiva però va fatta per le bossfight delle Valkyrie\, davvero coinvolgenti sia in atmosfera che in gameplay (a differenza di alcune della storia)\, è un peccato solo non poter sapere qual è il livello della Valkyria che stiamo per affrontare se non ingaggiandola\, dato che poi ci si ritrova ad andare dritti al patibolo contro un nemico che bishotta o addirittura shotta e con pattern complessi che di certo non si imparano ad un primo tentativo facilmente. Belle anche le sfide di Muspelheim che ricordano molto l'end game dei vecchi capitoli.Graficamente c'è poco da dire\, e se non gli ho messo un voto più basso è proprio perché il gioco è sorretto da un comparto tecnico di prim'ordine che\, al di là di un campo visivo molto ridotto e qualche freeze occasionale nel passaggio da un'area all'altra\, restituisce un colpo d'occhio impressionante a media e corta distanza\, con animazioni fluidissime\, recitazioni ottime\, particellari mozzafiato e un'ottima fluidità anche su Ps4 Slim.Reputo\, infine\, questo God of War solo un gioco discreto che inciampa in troppe cose seppur dia una sensazione generale di buona qualità. Nel prossimo capitolo servirà necessariamente un arsenale più ampio\, una varietà di nemici ben superiore\, più bossfight principali\, una storia più breve ma più intensa\, la reintroduzione del salto e la possibilità di regolare la telecamera nelle impostazioni allontanandola da Kratos. Sono nel complesso rimasto deluso\, e mi dispiace visto che il primissimo God of War è il mio gioco preferito di sempre.… Expand"
79041,GOW2018,2020-07-28,9,"It's a fantástico Game in the Gameplay\, in the history and Kratos and atreus they are great as characters"
79053,GOW2018,2020-03-24,10,Best game i literally connected to this game. Emotional moment. .. Action story.... Puzzles...Details.. 10 / 10… Expand
79065,GOW2018,2020-09-01,10,"I'll be precise\, it's a masterpiece. An excellent and emotional story\, an updated and very addictive gameplay\, a beautiful graphics with notable improvements in PS4 Pro. Without a doubt one of the best Gow of War to date\, reaching the legacy of God of War 2. Definitely highly recommended. Ignore the negative comments from toxic TLOU2 lovers who want destroy the gaming community."
79074,GOW2018,2020-09-02,10,"One of the best games of the PS4 generation. Brilliant storytelling to go along with fun fluid gameplay. It has some slow parts in the middle that you need to power through\, but does a great job reinventing a beloved franchise."
79075,GOW2018,2020-09-03,9,"I was sceptical at the begining with the change to north mythology  and the change in the gameplay. But I ended loving the father and son story and the more rpg oriented gameplay. I enjoyed crafting the armors\, trying different sets and fighting the bosses in God of War mode."
79085,GOW2018,2020-09-04,10,First off what a game the story is a great first entry into a trilogy. Combat and progression wise set the mark for any game the animations and cut scene are the best I have seen in a game definitely recommend
79086,GOW2018,2020-09-04,10,Masterpiece. Only non positive thing I can think of is maybe more bossfights in the sequel? :D
79087,GOW2018,2020-06-18,10,"Absolutely perfect game\, the combat gets really fun once you get used to it\, the story is amazing and the graphics are phenomenal.I also loved the fact that the game has no loading screens and it goes on like a continuous movie.Loved it."
79109,GOW2018,2020-09-22,8,这能叫战神？！搞笑吗？几个换皮怪忽悠玩家？BOSS也是几个石头人换皮！？！
79110,GOW2018,2020-09-23,10,Truly a masterpiece that should be played by anyone who considers themselves a gamer.
79111,GOW2018,2020-09-23,10,"One of the best games of the generation with great and satisfying combat\, excellent story and characters. Midgard is perfectly designed and rewarding to explore."
79149,GOW2018,2020-06-19,10,"I thought God of War games couldn't get any better\, but Cory Barlog has just prove me wrong."
79183,GOW2018,2020-06-19,10,"Mükemmel bir oyun. Hikayesi\, vuruş hissi\, grafikleri herşey çok iyi olmuş. Kesinlikle oynamalısınız."
79204,GOW2018,2020-09-30,10,"Anyone who scores GOW lower then a 9 is a liar and has never played the game. This game is a masterpiece and destroys the previous 3 GOW games\, and those games are incredible. I believe these reviews are from butthurt xbox fanboys to tarnish this great games review score! Everyone I've talked to about GOW has given it nothing but praise!"
